Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
0.237962963,15:51:59,249,249.6611,0.049768,0.087055,0.107218,-999,-999,0.153673,-999,-999,-999,-999,-999,-999,-999,-999,0.238953,-999,-999,0.281658,-999,-999,0.327075,0.351167,1.951155,-999,-999,-999,-999,-999,-999,-999,0.000529,0.000123,0.000743,-999,-999,0.000759,-999,-999,-999,-999,-999,-999,-999,-999,0.001094,-999,-999,0.001128,-999,-999,0.001448,0.001598,0.005694,-999,-999,-999,-999,-999,-999,-999,1.428348,1.137142,1.423875,1.448368,0.874075,-999,lev15,959,Monterey,36.59255,-121.854867,50,64.915593,2.34867,19.8,296.525441,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,15:56:59,249,249.664572,0.04977,0.088156,0.109004,-999,-999,0.157339,-999,-999,-999,-999,-999,-999,-999,-999,0.24491,-999,-999,0.289134,-999,-999,0.335724,0.359804,1.945846,-999,-999,-999,-999,-999,-999,-999,0.000186,0.000146,0.000318,-999,-999,0.000751,-999,-999,-999,-999,-999,-999,-999,-999,0.000563,-999,-999,0.001208,-999,-999,0.000377,0.001044,0.006629,-999,-999,-999,-999,-999,-999,-999,1.441254,1.142342,1.429524,1.462666,0.867035,-999,lev15,959,Monterey,36.59255,-121.854867,50,63.934139,2.266885,20.1,296.524304,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:01:59,249,249.668044,0.050749,0.0896,0.111182,-999,-999,0.160216,-999,-999,-999,-999,-999,-999,-999,-999,0.24834,-999,-999,0.293112,-999,-999,0.339984,0.363578,1.952229,-999,-999,-999,-999,-999,-999,-999,0.000436,0.000787,0.000733,-999,-999,0.000948,-999,-999,-999,-999,-999,-999,-999,-999,0.000894,-999,-999,0.001005,-999,-999,0.001413,0.001989,0.01179,-999,-999,-999,-999,-999,-999,-999,1.431414,1.137545,1.418462,1.451934,0.85471,-999,lev15,959,Monterey,36.59255,-121.854867,50,62.955653,2.19141,20.5,296.523167,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:03:54,249,249.669375,0.051992,0.091797,0.11378,-999,-999,0.164033,-999,-999,-999,-999,-999,-999,-999,-999,0.255622,-999,-999,0.300778,-999,-999,0.349598,0.374341,1.960467,-999,-999,-999,-999,-999,-999,-999,0.000384,0.001721,0.002618,-999,-999,0.003961,-999,-999,-999,-999,-999,-999,-999,-999,0.005747,-999,-999,0.007256,-999,-999,0.008037,0.008339,0.013048,-999,-999,-999,-999,-999,-999,-999,1.437974,1.134335,1.426021,1.462652,0.867925,-999,lev15,959,Monterey,36.59255,-121.854867,50,62.58141,2.16401,20.7,296.522731,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:06:59,249,249.671516,0.051781,0.091953,0.113924,-999,-999,0.16465,-999,-999,-999,-999,-999,-999,-999,-999,0.255956,-999,-999,0.301494,-999,-999,0.349757,0.3742,1.943821,-999,-999,-999,-999,-999,-999,-999,0.000563,0.000561,0.000375,-999,-999,0.000456,-999,-999,-999,-999,-999,-999,-999,-999,0.000417,-999,-999,0.000431,-999,-999,0.000569,0.000788,0.006007,-999,-999,-999,-999,-999,-999,-999,1.438174,1.130982,1.421932,1.462467,0.856972,-999,lev15,959,Monterey,36.59255,-121.854867,50,61.980408,2.121591,20.9,296.522029,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:11:59,249,249.674988,0.051722,0.092085,0.115075,-999,-999,0.166413,-999,-999,-999,-999,-999,-999,-999,-999,0.260049,-999,-999,0.306131,-999,-999,0.354864,0.379971,1.943191,-999,-999,-999,-999,-999,-999,-999,0.001256,0.000684,0.000199,-999,-999,0.000452,-999,-999,-999,-999,-999,-999,-999,-999,0.002011,-999,-999,0.001741,-999,-999,0.000986,0.001726,0.003777,-999,-999,-999,-999,-999,-999,-999,1.447407,1.126001,1.433874,1.473178,0.856814,-999,lev15,959,Monterey,36.59255,-121.854867,50,61.008689,2.056863,21.1,296.520892,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:16:59,249,249.678461,0.052119,0.093538,0.116417,-999,-999,0.168435,-999,-999,-999,-999,-999,-999,-999,-999,0.26148,-999,-999,0.307775,-999,-999,0.356573,0.381169,1.954154,-999,-999,-999,-999,-999,-999,-999,0.00065,0.001002,0.0014,-999,-999,0.002081,-999,-999,-999,-999,-999,-999,-999,-999,0.002545,-999,-999,0.002601,-999,-999,0.004967,0.005024,0.018109,-999,-999,-999,-999,-999,-999,-999,1.436395,1.123485,1.41707,1.46181,0.848457,-999,lev15,959,Monterey,36.59255,-121.854867,50,60.04079,1.996732,21.5,296.519755,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:18:55,249,249.679803,0.052704,0.095104,0.118764,-999,-999,0.172719,-999,-999,-999,-999,-999,-999,-999,-999,0.269959,-999,-999,0.317712,-999,-999,0.367271,0.392362,1.950238,-999,-999,-999,-999,-999,-999,-999,0.000319,0.000744,0.001685,-999,-999,0.002386,-999,-999,-999,-999,-999,-999,-999,-999,0.004024,-999,-999,0.003867,-999,-999,0.00346,0.004178,0.010817,-999,-999,-999,-999,-999,-999,-999,1.45494,1.114774,1.433879,1.483436,0.837109,-999,lev15,959,Monterey,36.59255,-121.854867,50,59.667626,1.974621,21.8,296.519315,0.165699,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:27:55,249,249.686053,0.053997,0.097975,0.122348,-999,-999,0.178116,-999,-999,-999,-999,-999,-999,-999,-999,0.278462,-999,-999,0.327513,-999,-999,0.378991,0.404613,1.968645,-999,-999,-999,-999,-999,-999,-999,0.000349,0.00111,0.00051,-999,-999,0.001144,-999,-999,-999,-999,-999,-999,-999,-999,0.003321,-999,-999,0.00211,-999,-999,0.001806,0.00193,0.011855,-999,-999,-999,-999,-999,-999,-999,1.456047,1.116376,1.433288,1.485703,0.838871,-999,lev15,959,Monterey,36.59255,-121.854867,50,57.939147,1.879249,22.5,296.517268,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:41:59,249,249.695822,0.056202,0.10345,0.130993,-999,-999,0.192038,-999,-999,-999,-999,-999,-999,-999,-999,0.301759,-999,-999,0.355364,-999,-999,0.411933,0.439529,1.980025,-999,-999,-999,-999,-999,-999,-999,0.000416,0.000658,0.000358,-999,-999,0.000962,-999,-999,-999,-999,-999,-999,-999,-999,0.001728,-999,-999,0.001028,-999,-999,0.003036,0.002714,0.011199,-999,-999,-999,-999,-999,-999,-999,1.47557,1.1273,1.448499,1.507355,0.843854,-999,lev15,959,Monterey,36.59255,-121.854867,50,55.269895,1.751675,22.9,296.514068,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:46:59,249,249.699294,0.056612,0.104475,0.132768,-999,-999,0.194714,-999,-999,-999,-999,-999,-999,-999,-999,0.30687,-999,-999,0.360651,-999,-999,0.418955,0.446605,1.985278,-999,-999,-999,-999,-999,-999,-999,0.002709,0.000907,0.001393,-999,-999,0.001547,-999,-999,-999,-999,-999,-999,-999,-999,0.001731,-999,-999,0.00101,-999,-999,0.003506,0.003359,0.007423,-999,-999,-999,-999,-999,-999,-999,1.479005,1.12807,1.452041,1.513501,0.84917,-999,lev15,959,Monterey,36.59255,-121.854867,50,54.331918,1.711693,23,296.512931,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:49:00,249,249.700694,0.056324,0.105475,0.132443,-999,-999,0.195739,-999,-999,-999,-999,-999,-999,-999,-999,0.30862,-999,-999,0.362114,-999,-999,0.420346,0.448529,1.994028,-999,-999,-999,-999,-999,-999,-999,0.001542,0.000947,0.00227,-999,-999,0.002003,-999,-999,-999,-999,-999,-999,-999,-999,0.002929,-999,-999,0.003521,-999,-999,0.003584,0.004283,0.008206,-999,-999,-999,-999,-999,-999,-999,1.488156,1.119549,1.450011,1.527784,0.849792,-999,lev15,959,Monterey,36.59255,-121.854867,50,53.955364,1.696275,23.2,296.512472,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,16:58:00,249,249.706944,0.056541,0.105352,0.132792,-999,-999,0.196119,-999,-999,-999,-999,-999,-999,-999,-999,0.308002,-999,-999,0.362394,-999,-999,0.419376,0.446993,2.006637,-999,-999,-999,-999,-999,-999,-999,0.001676,0.001141,0.00076,-999,-999,0.000734,-999,-999,-999,-999,-999,-999,-999,-999,0.001504,-999,-999,0.000312,-999,-999,0.000626,0.000251,0.00256,-999,-999,-999,-999,-999,-999,-999,1.4834,1.117902,1.44541,1.519252,0.833029,-999,lev15,959,Monterey,36.59255,-121.854867,50,52.288147,1.63203,23.5,296.510425,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:08:12,249,249.714028,0.055591,0.1031,0.128881,-999,-999,0.189751,-999,-999,-999,-999,-999,-999,-999,-999,0.29883,-999,-999,0.351608,-999,-999,0.407128,0.433626,2.029193,-999,-999,-999,-999,-999,-999,-999,0.001703,0.000852,0.001202,-999,-999,0.00059,-999,-999,-999,-999,-999,-999,-999,-999,0.001325,-999,-999,0.001734,-999,-999,0.001716,0.002366,0.003441,-999,-999,-999,-999,-999,-999,-999,1.484156,1.120096,1.45242,1.518963,0.832739,-999,lev15,959,Monterey,36.59255,-121.854867,50,50.427421,1.567325,24,296.508104,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:10:07,249,249.715359,0.054017,0.101845,0.128443,-999,-999,0.189222,-999,-999,-999,-999,-999,-999,-999,-999,0.29707,-999,-999,0.348708,-999,-999,0.404101,0.430327,2.030257,-999,-999,-999,-999,-999,-999,-999,0.002001,0.001633,0.000476,-999,-999,0.001661,-999,-999,-999,-999,-999,-999,-999,-999,0.002914,-999,-999,0.004198,-999,-999,0.003332,0.003593,0.002711,-999,-999,-999,-999,-999,-999,-999,1.476904,1.114751,1.440054,1.514246,0.83545,-999,lev15,959,Monterey,36.59255,-121.854867,50,50.081512,1.556033,24.1,296.507668,0.1657,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:19:11,249,249.721655,0.053641,0.10067,0.126694,-999,-999,0.186517,-999,-999,-999,-999,-999,-999,-999,-999,0.293167,-999,-999,0.344479,-999,-999,0.3999,0.42638,2.005673,-999,-999,-999,-999,-999,-999,-999,0.001369,0.002936,0.002214,-999,-999,0.003223,-999,-999,-999,-999,-999,-999,-999,-999,0.000841,-999,-999,0.003816,-999,-999,0.002954,0.002485,0.0083,-999,-999,-999,-999,-999,-999,-999,1.479168,1.124879,1.444953,1.515216,0.84717,-999,lev15,959,Monterey,36.59255,-121.854867,50,48.46276,1.505987,24.3,296.505606,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:28:57,249,249.728438,0.052393,0.098615,0.124509,-999,-999,0.181914,-999,-999,-999,-999,-999,-999,-999,-999,0.287598,-999,-999,0.337216,-999,-999,0.392069,0.417819,2.026978,-999,-999,-999,-999,-999,-999,-999,0.001562,0.000701,0.000901,-999,-999,0.003182,-999,-999,-999,-999,-999,-999,-999,-999,0.004053,-999,-999,0.005137,-999,-999,0.004953,0.005391,0.005814,-999,-999,-999,-999,-999,-999,-999,1.476934,1.123043,1.455473,1.512717,0.851597,-999,lev15,959,Monterey,36.59255,-121.854867,50,46.754439,1.457757,24.9,296.503384,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:32:00,249,249.730556,0.052205,0.099061,0.125514,-999,-999,0.184326,-999,-999,-999,-999,-999,-999,-999,-999,0.291987,-999,-999,0.342577,-999,-999,0.397127,0.423427,2.023363,-999,-999,-999,-999,-999,-999,-999,0.000578,0.000673,0.000676,-999,-999,0.001781,-999,-999,-999,-999,-999,-999,-999,-999,0.002805,-999,-999,0.001782,-999,-999,0.004351,0.004562,0.016766,-999,-999,-999,-999,-999,-999,-999,1.487865,1.114276,1.46164,1.525358,0.841376,-999,lev15,959,Monterey,36.59255,-121.854867,50,46.229198,1.443795,25.1,296.502691,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:37:00,249,249.734028,0.051964,0.098447,0.125325,-999,-999,0.184343,-999,-999,-999,-999,-999,-999,-999,-999,0.291477,-999,-999,0.342002,-999,-999,0.397024,0.423407,2.026481,-999,-999,-999,-999,-999,-999,-999,0.000591,0.000888,0.000759,-999,-999,0.000088,-999,-999,-999,-999,-999,-999,-999,-999,0.001227,-999,-999,0.001817,-999,-999,0.000986,0.001758,0.003445,-999,-999,-999,-999,-999,-999,-999,1.486844,1.119803,1.457145,1.524744,0.847983,-999,lev15,959,Monterey,36.59255,-121.854867,50,45.377289,1.421957,25.2,296.501553,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:42:00,249,249.7375,0.049738,0.09525,0.122104,-999,-999,0.181104,-999,-999,-999,-999,-999,-999,-999,-999,0.286403,-999,-999,0.335832,-999,-999,0.390468,0.416634,2.025082,-999,-999,-999,-999,-999,-999,-999,0.000743,0.001608,0.001155,-999,-999,0.001628,-999,-999,-999,-999,-999,-999,-999,-999,0.001508,-999,-999,0.001707,-999,-999,0.000973,0.001706,0.019035,-999,-999,-999,-999,-999,-999,-999,1.497411,1.123291,1.456329,1.539582,0.856288,-999,lev15,959,Monterey,36.59255,-121.854867,50,44.53737,1.401361,25.5,296.500416,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:47:00,249,249.740972,0.049631,0.0948,0.120803,-999,-999,0.177847,-999,-999,-999,-999,-999,-999,-999,-999,0.282536,-999,-999,0.332264,-999,-999,0.387589,0.414654,2.032769,-999,-999,-999,-999,-999,-999,-999,0.000841,0.000538,0.000681,-999,-999,0.001879,-999,-999,-999,-999,-999,-999,-999,-999,0.004028,-999,-999,0.00317,-999,-999,0.002788,0.001852,0.009905,-999,-999,-999,-999,-999,-999,-999,1.498735,1.145801,1.473336,1.535021,0.879439,-999,lev15,959,Monterey,36.59255,-121.854867,50,43.710208,1.381936,25.9,296.499278,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:52:00,249,249.744444,0.0499,0.095703,0.122848,-999,-999,0.181994,-999,-999,-999,-999,-999,-999,-999,-999,0.291626,-999,-999,0.344024,-999,-999,0.405857,0.436822,2.033951,-999,-999,-999,-999,-999,-999,-999,0.001747,0.001233,0.001678,-999,-999,0.003266,-999,-999,-999,-999,-999,-999,-999,-999,0.007382,-999,-999,0.00807,-999,-999,0.009912,0.012435,0.008814,-999,-999,-999,-999,-999,-999,-999,1.525509,1.198725,1.500958,1.561964,0.947796,-999,lev15,959,Monterey,36.59255,-121.854867,50,42.896614,1.36362,26.3,296.498141,0.165701,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,17:57:00,249,249.747917,0.049595,0.094712,0.121222,-999,-999,0.17997,-999,-999,-999,-999,-999,-999,-999,-999,0.289106,-999,-999,0.34144,-999,-999,0.403358,0.433298,2.017595,-999,-999,-999,-999,-999,-999,-999,0.000905,0.000238,0.000909,-999,-999,0.002176,-999,-999,-999,-999,-999,-999,-999,-999,0.001726,-999,-999,0.001151,-999,-999,0.000638,0.006368,0.008292,-999,-999,-999,-999,-999,-999,-999,1.533971,1.20781,1.509424,1.57036,0.946305,-999,lev15,959,Monterey,36.59255,-121.854867,50,42.097446,1.346354,26.7,296.497004,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,18:02:00,249,249.751389,0.049527,0.097189,0.124759,-999,-999,0.185932,-999,-999,-999,-999,-999,-999,-999,-999,0.301048,-999,-999,0.355753,-999,-999,0.420019,0.453503,2.024363,-999,-999,-999,-999,-999,-999,-999,0.000611,0.001586,0.002198,-999,-999,0.003084,-999,-999,-999,-999,-999,-999,-999,-999,0.006619,-999,-999,0.007604,-999,-999,0.007899,0.00957,0.002347,-999,-999,-999,-999,-999,-999,-999,1.553456,1.207709,1.53037,1.59167,0.962662,-999,lev15,959,Monterey,36.59255,-121.854867,50,41.313611,1.330086,26.9,296.495866,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,18:07:00,249,249.754861,0.052659,0.102933,0.134338,-999,-999,0.205428,-999,-999,-999,-999,-999,-999,-999,-999,0.345997,-999,-999,0.415928,-999,-999,0.504422,0.555009,2.063327,-999,-999,-999,-999,-999,-999,-999,0.000248,0.001674,0.002477,-999,-999,0.002908,-999,-999,-999,-999,-999,-999,-999,-999,0.006995,-999,-999,0.007936,-999,-999,0.031525,0.045727,0.010243,-999,-999,-999,-999,-999,-999,-999,1.67526,1.36799,1.662238,1.709865,1.142069,-999,lev15,959,Monterey,36.59255,-121.854867,50,40.546065,1.314767,27.2,296.494729,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,18:17:00,249,249.761806,0.051616,0.09904,0.126387,-999,-999,0.189091,-999,-999,-999,-999,-999,-999,-999,-999,0.307632,-999,-999,0.367145,-999,-999,0.436576,0.472545,2.087528,-999,-999,-999,-999,-999,-999,-999,0.001058,0.003187,0.005221,-999,-999,0.011679,-999,-999,-999,-999,-999,-999,-999,-999,0.025361,-999,-999,0.03635,-999,-999,0.052579,0.065357,0.020546,-999,-999,-999,-999,-999,-999,-999,1.577828,1.269209,1.561318,1.607339,1.001011,-999,lev15,959,Monterey,36.59255,-121.854867,50,39.063924,1.286801,28.1,296.492454,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,18:22:00,249,249.765278,0.049589,0.093809,0.120164,-999,-999,0.177182,-999,-999,-999,-999,-999,-999,-999,-999,0.285813,-999,-999,0.337503,-999,-999,0.396806,0.426763,2.087257,-999,-999,-999,-999,-999,-999,-999,0.00106,0.000821,0.002138,-999,-999,0.004671,-999,-999,-999,-999,-999,-999,-999,-999,0.011501,-999,-999,0.018053,-999,-999,0.021136,0.023324,0.01247,-999,-999,-999,-999,-999,-999,-999,1.532014,1.189539,1.519601,1.566083,0.931067,-999,lev15,959,Monterey,36.59255,-121.854867,50,38.351501,1.274076,28,296.491317,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,18:27:00,249,249.76875,0.049496,0.094237,0.121317,-999,-999,0.178869,-999,-999,-999,-999,-999,-999,-999,-999,0.288672,-999,-999,0.341243,-999,-999,0.405961,0.438155,2.100549,-999,-999,-999,-999,-999,-999,-999,0.00132,0.001181,0.003019,-999,-999,0.005039,-999,-999,-999,-999,-999,-999,-999,-999,0.009177,-999,-999,0.010247,-999,-999,0.01734,0.018046,0.006334,-999,-999,-999,-999,-999,-999,-999,1.533929,1.237149,1.522845,1.566845,0.992381,-999,lev15,959,Monterey,36.59255,-121.854867,50,37.65971,1.262141,28,296.49018,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
0.237962963,18:32:00,249,249.772222,0.052201,0.098311,0.126919,-999,-999,0.18864,-999,-999,-999,-999,-999,-999,-999,-999,0.309483,-999,-999,0.368299,-999,-999,0.443218,0.483698,2.11201,-999,-999,-999,-999,-999,-999,-999,0.001352,0.002337,0.002205,-999,-999,0.004181,-999,-999,-999,-999,-999,-999,-999,-999,0.014863,-999,-999,0.016457,-999,-999,0.021973,0.026433,0.007868,-999,-999,-999,-999,-999,-999,-999,1.580629,1.303557,1.576916,1.611384,1.080299,-999,lev15,959,Monterey,36.59255,-121.854867,50,36.989766,1.250967,27.9,296.489042,0.165702,0.40462963,9,1.6389,1.0201,0.869,-999,-999,0.6751,-999,-999,-999,-999,-999,-999,-999,-999,0.4996,-999,-999,0.4399,-999,-999,0.3794,0.3409,0.9365,-999,-999,-999,-999,-999,-999,-999
